ticker,year,month,date,close_aapl,high_aapl,low_aapl,volume_aapl,rolling_volatility,rsi,macd,macd_signal,upper_band,lower_band,target
MSFT,2025,February,21,408.2099914550781,418.0499877929688,407.8900146484375,27524800,0.0088704070484534,42.61574942403258,-4.653227019988208,-4.714476281003104,442.6067574802838,391.9621267970599,0
GOOGL,2025,January,31,203.78530883789065,205.24362078448016,201.56786140671957,32042000,0.0187290405292296,65.12626323998174,3.184437438171102,3.015714173813143,202.85803354796164,187.36454640809305,1
MSFT,2024,March,12,412.1334838867188,412.4212950799544,403.707821047809,22457000,0.0144765243963283,61.39128639736968,2.1487736483198887,2.799855035122168,413.6955825597603,396.0562637537163,1
MSFT,2024,June,13,439.0246887207031,440.8242426789463,436.8274858579273,15960600,0.012808698209995,64.4528221512247,5.214375873406766,3.538473085472978,438.9899229868005,407.85210277003546,1
GOOGL,2023,July,6,119.53849029541016,119.72758866259632,117.83662777001128,24745200,0.0152524381114339,41.35921022224687,0.1164692458284122,0.64137918134358,125.0449607269527,117.11528402402388,0
GOOGL,2023,November,17,134.66615295410156,135.41258423440544,133.01404807567832,37240600,0.0102162103137021,78.4776273399001,0.4861996598592952,-0.4776010003937265,139.55291178273532,119.74838139963774,0
AAPL,2021,October,11,140.14952087402344,142.11226190434272,139.16815035886378,64452200,0.0128243151391353,48.45309152810117,-1.6583835069880593,-1.618039125675623,146.91119600052892,136.06499876265465,0
MSFT,2021,June,22,257.3158874511719,257.5872449583469,254.30185233414724,24694100,0.0091982527226743,78.60480300744442,3.5861449702317145,2.531596241506566,257.561277974719,235.98207529676532,1
GOOGL,2022,May,2,116.0282745361328,116.1899998094352,112.06422476007552,35534000,0.0277165783114521,35.910201773699754,-5.152095973583457,-3.881933686841036,142.9068229886815,109.671366861172,1
AAPL,2021,September,20,140.277099609375,142.14169754222866,138.63821269534515,123478900,0.013189860310089,27.753551243028497,-0.2402039257615058,0.9428935994408524,154.28138351583354,140.9707756028188,0
GOOGL,2023,February,13,94.15982055664062,94.74700953187016,93.39348017343556,50076100,0.0383692269172189,46.36897455701372,1.3575915013246205,2.21136820276564,107.27310439425736,88.38247345608444,1
GOOGL,2022,May,3,116.77570343017578,117.87843306840782,115.48238717008276,24968000,0.027929914817113,37.9519211793908,-5.085891764834628,-4.122725302439754,140.3247664235955,109.70187237034982,1
AAPL,2023,December,27,191.99725341796875,192.3451706464339,189.9495501521344,48087700,0.0084494528262004,52.291451936638815,2.0360420743984946,2.8548748158070523,198.0935254316723,187.52923915573004,1
AAPL,2024,May,24,189.3436279296875,189.9416242186365,187.41012383078692,36294600,0.010265675223012,69.35818641201078,4.645102608434826,4.410042147537627,197.6461221843959,168.73564814031113,1
GOOGL,2023,January,23,99.31517791748048,99.56398836192956,97.03607333515548,40005100,0.0193986544869647,78.64226448294018,0.9653434239769608,-0.4090571516142313,96.85419825674762,82.51823063729535,1
GOOGL,2024,May,17,175.22227478027344,175.43128224723478,172.86355649440316,24479300,0.0107602227126256,71.53418127713957,4.873390402517458,4.561244755703114,177.67963970435585,154.51615039574182,1
MSFT,2021,March,19,222.7266998291016,224.7765348783474,221.75979427699573,46430700,0.0171184471217001,42.56709780564464,-0.1032020994160518,0.1896377564675607,231.7349288577593,218.60135959438915,0
GOOGL,2020,May,26,70.73033905029297,71.9116951445939,70.63231222745613,44590000,0.013127748024125,66.7144359948854,2.2359679146930205,2.287112467553188,72.14739906023458,63.588052447333794,1
GOOGL,2022,June,22,110.95702362060548,112.8071716946308,109.85727808662207,30774000,0.0265882171593286,46.34980823988936,-1.864331732340787,-1.9976220965870624,119.2814297202046,102.45282397242237,0
MSFT,2023,February,1,248.17144775390625,250.55742124700228,241.0233257491396,31259900,0.0177694550693724,67.44758898471264,2.4369067805253337,0.6943918572801373,250.1233752033489,217.1351102092488,1
MSFT,2022,July,1,253.6231231689453,253.80876541831717,248.76718886364196,22837700,0.0239640784522568,54.56686182864952,-1.8967754443733893,-3.012269140954709,270.3174302920662,234.0425840511955,1
GOOGL,2024,January,26,151.46585083007812,151.8141763457417,150.29145761811435,26115500,0.0096782406943571,91.15011345516989,3.524876089223113,2.6033766659837347,151.36984524860225,132.82543063030403,1
MSFT,2020,November,18,203.62545776367188,207.57101096307588,203.480746362088,28372800,0.0225019324025368,56.84050553769484,0.7777208863859073,0.861479835330295,217.18675334628892,192.4743886214845,0
GOOGL,2023,October,5,134.4272918701172,134.84529152496435,132.81499013149892,19832600,0.0171387292006667,45.41157346379662,0.2494729840446439,0.2561139742674771,139.58146136597077,127.3254737536581,0
AAPL,2020,July,13,92.93243408203124,97.29058186234047,92.71829725665448,191649200,0.0164286796643899,67.5502661020139,3.3246453135204064,3.1997322156478147,94.52006751963228,82.71002204945952,0
MSFT,2021,December,28,331.9577331542969,334.4480217592238,331.0530642590516,15661500,0.0191159211863641,54.49891859350264,1.7414202594472954,1.0228181012988735,335.4821529539108,309.9284061281204,0
GOOGL,2020,November,17,87.66387939453125,88.43419857564439,87.55589803351981,21314000,0.0199403129028383,87.17988221237856,3.001994737005859,2.725918582232613,92.08507317034412,74.75621558698008,0
GOOGL,2022,June,2,117.06282806396484,117.33851047218953,112.40908243525308,37992000,0.0269348749575743,56.92826557008336,-2.421394743717059,-3.656942319021862,118.88231208257702,105.28724358148548,1
AAPL,2024,November,4,221.5224456787109,222.3007315284092,219.2275088130919,44944500,0.0103985435102087,28.425638347733084,-0.2446111689563395,1.195205754610631,237.9467031665748,221.9471231273705,0
MSFT,2023,January,6,220.85540771484372,221.67037414337992,215.376502057129,43613600,0.0187846570513363,26.539330143308845,-4.0734019859554,-1.835991874991191,255.0276100060244,218.73292771370217,1
GOOGL,2022,June,28,111.47454833984376,116.75132243650624,111.3158071473666,35792000,0.029104021791205,42.852579204864426,-0.5343576517171726,-1.2898327634910107,120.00934959221742,104.3298479480658,0
AAPL,2023,October,5,173.6373748779297,174.17343922355133,171.42358924241523,48527900,0.0121079847017566,49.79324803053255,-2.059463341456336,-2.2803512985104315,178.7182508958804,168.2527192579282,1
MSFT,2022,May,26,259.798095703125,260.98032015992106,255.4306724929484,25002100,0.0240391633108317,44.11822884147523,-6.223682129151996,-7.2455475186620735,281.13181340879584,239.199927924212,1
AAPL,2023,November,2,176.27801513671875,176.48647870246754,174.18336680542194,77334800,0.0128519263750455,47.30635842637535,-1.124732103174182,-1.362709900112043,181.7111004082163,165.69567144236962,1
MSFT,2024,July,31,415.92913818359375,419.33928250485553,409.8246539863894,42891400,0.013776465548399,23.777297807672326,-6.036178527727088,-2.2038420830414083,474.0808697242455,408.9246692161842,0
GOOGL,2021,September,24,141.53831481933594,141.65327424223068,139.57370839647646,22984000,0.0106238033128066,45.43683991699257,0.7212454916787578,1.307909798148662,145.78751201827214,138.16553211014582,1
AAPL,2022,February,2,172.81600952148438,172.8553300243515,170.34918033798783,84914300,0.0235658868277374,50.44241472812902,-0.163970564136946,-1.0524169493224702,178.1112461801309,154.66281082670503,1
MSFT,2022,June,21,247.91714477539065,248.9039617886832,243.7842046658451,29928300,0.0231233562759611,36.58824111133139,-5.873523155035002,-4.820132876934429,276.51472797441056,234.00755443525745,1
GOOGL,2021,February,4,102.19292449951172,102.9726895274493,101.27082695508152,48596000,0.0294826842860219,78.33225918824783,2.959027767764212,1.8997033428480488,101.4915718512286,82.32640910580263,0
AAPL,2022,August,11,166.27767944335938,168.74485366768013,165.9816155247536,57149200,0.0177190559663409,75.9671959997802,5.699781709143906,5.037009015157877,170.1978218863001,143.132938306571,0
MSFT,2023,June,1,328.08892822265625,329.02611175560344,320.3350817076628,26773900,0.0141869787159102,73.40796223796613,9.306575197939424,8.497770592150907,330.3768774616332,294.1114251506715,1
MSFT,2023,April,21,281.2862548828125,281.78825008105144,278.6285130858529,21676400,0.0128801706984059,46.52625491203702,4.974260305415044,6.021616177133738,289.3859833247342,272.14017023971894,0
AAPL,2024,July,17,228.1133270263672,230.68468664215072,225.88082486496336,57345900,0.0165441079957576,67.25543965119164,8.44210380868708,8.292325346079119,239.20665310774163,201.0377194508521,0
MSFT,2021,April,6,239.6572265625,241.1462547194056,238.70966318992367,22931900,0.0173077368729294,60.79101228257849,2.431335711489538,1.0031519827267772,238.23237631179185,219.08497903488785,0
AAPL,2022,January,4,176.6096649169922,179.7939514734451,176.03963747807512,99310400,0.0184025571812178,57.7177967334618,4.601167272134632,4.848226632273885,180.09114981286362,166.26620797522233,0
GOOGL,2020,April,16,62.57234191894531,63.36505315378879,61.61541867517127,57896000,0.0,50.0,1.923712740182907,1.1836724348171186,,,1
GOOGL,2024,May,1,163.080322265625,166.3248050727695,162.31398182603573,33493200,0.0321135747334835,55.18525810078781,3.985307798894894,3.529818784005669,167.0825962083957,147.11524009531522,1
AAPL,2022,October,28,153.69508361816406,155.43196876876547,145.87907785280416,164762400,0.028741005683271,67.12882624881107,0.0151991985927679,-1.6361586790604368,151.81608710362295,133.58066430018565,1
MSFT,2020,November,12,207.28878784179688,210.81993091272767,206.3458704441471,21593900,0.0275960987029412,49.39296732157402,1.0846918890660788,0.5983612977968022,217.49447241824305,192.5031731506046,0
AAPL,2022,May,17,147.07614135742188,147.5984555661727,144.55324673702833,78336300,0.0336565508317396,44.16237968400486,-5.068914130355807,-4.106484400895421,168.21202742252453,139.7740611394872,1
GOOGL,2020,August,25,79.91045379638672,80.06122982776336,78.51860203471604,25150000,0.0117448827122605,78.38093341937964,1.1815953063691609,0.7343785766431529,79.68944246665795,71.8541847000901,1
GOOGL,2020,September,11,75.42738342285156,76.56892127073058,74.29579252540272,30706000,0.024529855118123,43.2300202766538,0.3278153294517949,1.119939205885243,84.58516458555374,73.1682251544365,0
AAPL,2021,August,18,143.6333770751953,147.91215275914686,143.4272826956147,86326000,0.0107943499850294,53.24853113034299,1.840398029127499,2.057383990700604,147.75757523368202,140.90515059639608,0
GOOGL,2021,December,2,142.28575134277344,143.17997469726794,139.5473327918511,29194000,0.0152671757693984,44.10386189621557,-0.2389978818077054,0.6767807717245998,151.13382270834444,140.5097991178274,1
GOOGL,2022,November,16,98.37965393066406,99.16589589196096,97.17541222075646,29105200,0.0355382354074902,58.976439016775664,-0.9393906893816676,-2.2482846436157016,105.360559879553,81.89916073201927,1
GOOGL,2020,December,31,87.21503448486328,87.45687447969729,86.39146489743216,21070000,0.0101340943790121,46.319155879800704,0.1083890730966459,0.3281565162888351,91.018667429863,84.4887872515335,1
AAPL,2021,August,6,143.41744995117188,144.36938030633664,142.9169565067693,54126800,0.0106719331249694,61.96782492119279,2.1713028636727927,2.7376417984132524,146.67624313421254,140.3380070488929,0
